ITERATION,Global Best Position,Global Best Fitness
ITERATION 0,1.1658324718010749,4.125346896435257
ITERATION 1,1.1658324718010749,4.125346896435257
ITERATION 2,1.1658324718010749,4.125346896435257
ITERATION 3,1.1560995368488767,6.648987544361689
ITERATION 4,1.5914216106629415,110.2774752813392
ITERATION 5,1.7934819674895048,505.38941722975744
ITERATION 6,3.407091272926461,3151.0920821967975
ITERATION 7,15.359629948291374,7814.694402362166
ITERATION 8,20.05116496934945,8068.549511898807
ITERATION 9,20.003106343978747,8068.575772543902
ITERATION 10,20.003106343978747,8068.575772543902
ITERATION 11,20.003106343978747,8068.575772543902
ITERATION 12,20.003106343978747,8068.575772543902
ITERATION 13,20.003106343978747,8068.575772543902
ITERATION 14,20.003106343978747,8068.575772543902
ITERATION 15,20.003106343978747,8068.575772543902
ITERATION 16,20.003106343978747,8068.575772543902
ITERATION 17,20.003106343978747,8068.575772543902
ITERATION 18,20.003106343978747,8068.575772543902
ITERATION 19,20.003106343978747,8068.575772543902
ITERATION 20,20.003106343978747,8068.575772543902
ITERATION 21,20.003106343978747,8068.575772543902
ITERATION 22,20.003106343978747,8068.575772543902
ITERATION 23,20.003106343978747,8068.575772543902
ITERATION 24,20.003106343978747,8068.575772543902
ITERATION 25,20.003106343978747,8068.575772543902
ITERATION 26,20.003106343978747,8068.575772543902
ITERATION 27,20.003106343978747,8068.575772543902
ITERATION 28,20.003106343978747,8068.575772543902
ITERATION 29,20.003106343978747,8068.575772543902
ITERATION 30,20.003106343978747,8068.575772543902
ITERATION 31,20.003106343978747,8068.575772543902
ITERATION 32,20.003106343978747,8068.575772543902
ITERATION 33,19.999536960508102,8068.575867692234
ITERATION 34,19.999536960508102,8068.575867692234
ITERATION 35,19.999536960508102,8068.575867692234
ITERATION 36,19.999536960508102,8068.575867692234
ITERATION 37,19.999536960508102,8068.575867692234
ITERATION 38,20.000163768480004,8068.575869584201
ITERATION 39,20.000163768480004,8068.575869584201
ITERATION 40,20.000163768480004,8068.575869584201
ITERATION 41,20.000163768480004,8068.575869584201
ITERATION 42,20.000163768480004,8068.575869584201
ITERATION 43,20.000163768480004,8068.575869584201
ITERATION 44,20.000163768480004,8068.575869584201
ITERATION 45,20.000163768480004,8068.575869584201
ITERATION 46,20.000163768480004,8068.575869584201
ITERATION 47,20.000163768480004,8068.575869584201
ITERATION 48,20.000163768480004,8068.575869584201
ITERATION 49,20.00015103985781,8068.575869624614
ITERATION 50,20.00015103985781,8068.575869624614
ITERATION 51,20.00015103985781,8068.575869624614
ITERATION 52,19.999892360378958,8068.575869737842
ITERATION 53,19.999892360378958,8068.575869737842
ITERATION 54,19.999892360378958,8068.575869737842
ITERATION 55,19.999892360378958,8068.575869737842
ITERATION 56,19.999898137720283,8068.57586975005
ITERATION 57,19.999898137720283,8068.57586975005
ITERATION 58,19.999898137720283,8068.57586975005
ITERATION 59,19.999898137720283,8068.57586975005
ITERATION 60,19.999998360948556,8068.57586985467
ITERATION 61,19.999998360948556,8068.57586985467
ITERATION 62,19.999998360948556,8068.57586985467
ITERATION 63,19.999998360948556,8068.57586985467
ITERATION 64,19.999998360948556,8068.57586985467
ITERATION 65,19.999998360948556,8068.57586985467
ITERATION 66,19.999998360948556,8068.57586985467
ITERATION 67,19.999998360948556,8068.57586985467
ITERATION 68,19.999998360948556,8068.57586985467
ITERATION 69,19.999998360948556,8068.57586985467
ITERATION 70,19.999998360948556,8068.57586985467
ITERATION 71,19.999998360948556,8068.57586985467
ITERATION 72,19.999998360948556,8068.57586985467
ITERATION 73,19.999998360948556,8068.57586985467
ITERATION 74,19.999998360948556,8068.57586985467
ITERATION 75,19.999998360948556,8068.57586985467
ITERATION 76,19.999998360948556,8068.57586985467
ITERATION 77,19.999998360948556,8068.57586985467
ITERATION 78,19.999998360948556,8068.57586985467
ITERATION 79,19.999998360948556,8068.57586985467
ITERATION 80,19.999998360948556,8068.57586985467
ITERATION 81,19.999998360948556,8068.57586985467
ITERATION 82,19.999998360948556,8068.57586985467
ITERATION 83,19.999998360948556,8068.57586985467
ITERATION 84,19.999998360948556,8068.57586985467
ITERATION 85,19.999998360948556,8068.57586985467
ITERATION 86,19.999998360948556,8068.57586985467
ITERATION 87,20.00000099025947,8068.575869854691
ITERATION 88,20.00000099025947,8068.575869854691
ITERATION 89,20.000000422442913,8068.575869854697
ITERATION 90,20.000000422442913,8068.575869854697
ITERATION 91,20.000000422442913,8068.575869854697
ITERATION 92,20.000000422442913,8068.575869854697
ITERATION 93,20.000000422442913,8068.575869854697
ITERATION 94,20.000000422442913,8068.575869854697
ITERATION 95,19.99999946795083,8068.575869854701
ITERATION 96,19.99999946795083,8068.575869854701
ITERATION 97,19.99999946795083,8068.575869854701
ITERATION 98,19.99999946795083,8068.575869854701
ITERATION 99,19.99999946795083,8068.575869854701
