ITERATION,Global Best Position,Global Best Fitness
ITERATION 0,50.0,2285.4234134329113
ITERATION 1,48.38467757486414,7809.9196337232925
ITERATION 2,24.400535221385596,10181.66540595895
ITERATION 3,25.32739711694926,10187.551105199584
ITERATION 4,25.305019625630376,10187.573813849614
ITERATION 5,25.205848833537754,10187.578370690044
ITERATION 6,25.260084613270664,10187.5953389027
ITERATION 7,25.248096547972157,10187.59563858289
ITERATION 8,25.250229496621348,10187.595753168396
ITERATION 9,25.250229496621348,10187.595753168396
ITERATION 10,25.250229496621348,10187.595753168396
ITERATION 11,25.253075905072055,10187.595792849042
ITERATION 12,25.253075905072055,10187.595792849042
ITERATION 13,25.252424588805987,10187.595795190144
ITERATION 14,25.252424588805987,10187.595795190144
ITERATION 15,25.252424588805987,10187.595795190144
ITERATION 16,25.252424588805987,10187.595795190144
ITERATION 17,25.252424588805987,10187.595795190144
ITERATION 18,25.252424588805987,10187.595795190144
ITERATION 19,25.252424588805987,10187.595795190144
ITERATION 20,25.252424588805987,10187.595795190144
ITERATION 21,25.252424588805987,10187.595795190144
ITERATION 22,25.252424588805987,10187.595795190144
ITERATION 23,25.252424588805987,10187.595795190144
ITERATION 24,25.252424588805987,10187.595795190144
ITERATION 25,25.252424588805987,10187.595795190144
ITERATION 26,25.252424588805987,10187.595795190144
ITERATION 27,25.252424588805987,10187.595795190144
ITERATION 28,25.252424588805987,10187.595795190144
ITERATION 29,25.252424588805987,10187.595795190144
ITERATION 30,25.252424588805987,10187.595795190144
ITERATION 31,25.252424588805987,10187.595795190144
ITERATION 32,25.252424588805987,10187.595795190144
ITERATION 33,25.252424588805987,10187.595795190144
ITERATION 34,25.252424588805987,10187.595795190144
ITERATION 35,25.252424588805987,10187.595795190144
ITERATION 36,25.252424588805987,10187.595795190144
ITERATION 37,25.252424588805987,10187.595795190144
ITERATION 38,25.252538078412304,10187.595795269766
ITERATION 39,25.252538078412304,10187.595795269766
ITERATION 40,25.252538078412304,10187.595795269766
ITERATION 41,25.252538078412304,10187.595795269766
ITERATION 42,25.252538078412304,10187.595795269766
ITERATION 43,25.252538078412304,10187.595795269766
ITERATION 44,25.252538078412304,10187.595795269766
ITERATION 45,25.252538078412304,10187.595795269766
ITERATION 46,25.252538078412304,10187.595795269766
ITERATION 47,25.252538078412304,10187.595795269766
ITERATION 48,25.252538078412304,10187.595795269766
ITERATION 49,25.252538078412304,10187.595795269766
ITERATION 50,25.252538078412304,10187.595795269766
ITERATION 51,25.252538078412304,10187.595795269766
ITERATION 52,25.252538078412304,10187.595795269766
ITERATION 53,25.252538078412304,10187.595795269766
ITERATION 54,25.252538078412304,10187.595795269766
ITERATION 55,25.252538078412304,10187.595795269766
ITERATION 56,25.25253727773531,10187.595795269932
ITERATION 57,25.252518314732136,10187.595795270705
ITERATION 58,25.252518314732136,10187.595795270705
