ITERATION,Global Best Position,Global Best Fitness
ITERATION 0,4.183482139084136,896.8414169273742
ITERATION 1,16.88468354466316,8233.299311356159
ITERATION 2,20.81662474992074,8404.763826582308
ITERATION 3,20.81662474992074,8404.763826582308
ITERATION 4,20.81662474992074,8404.763826582308
ITERATION 5,20.825521437033537,8404.765940082101
ITERATION 6,20.825521437033537,8404.765940082101
ITERATION 7,20.83636341924358,8404.766442210073
ITERATION 8,20.835064265119954,8404.766502090897
ITERATION 9,20.835064265119954,8404.766502090897
ITERATION 10,20.835064265119954,8404.766502090897
ITERATION 11,20.835064265119954,8404.766502090897
ITERATION 12,20.835064265119954,8404.766502090897
ITERATION 13,20.83173833347469,8404.766506465397
ITERATION 14,20.834376592289996,8404.766520560894
ITERATION 15,20.834376592289996,8404.766520560894
ITERATION 16,20.834376592289996,8404.766520560894
ITERATION 17,20.834376592289996,8404.766520560894
ITERATION 18,20.833405068784213,8404.766531048823
ITERATION 19,20.833405068784213,8404.766531048823
ITERATION 20,20.833405068784213,8404.766531048823
ITERATION 21,20.833405068784213,8404.766531048823
ITERATION 22,20.833405068784213,8404.766531048823
ITERATION 23,20.833405068784213,8404.766531048823
ITERATION 24,20.833405068784213,8404.766531048823
ITERATION 25,20.833405068784213,8404.766531048823
ITERATION 26,20.83329205680639,8404.766531082147
ITERATION 27,20.83329205680639,8404.766531082147
ITERATION 28,20.83336557354563,8404.766531088582
ITERATION 29,20.83336557354563,8404.766531088582
ITERATION 30,20.833306909504564,8404.766531091887
ITERATION 31,20.833306909504564,8404.766531091887
ITERATION 32,20.833306909504564,8404.766531091887
ITERATION 33,20.833306909504564,8404.766531091887
ITERATION 34,20.833306909504564,8404.766531091887
ITERATION 35,20.833306909504564,8404.766531091887
ITERATION 36,20.833306909504564,8404.766531091887
ITERATION 37,20.833306909504564,8404.766531091887
ITERATION 38,20.833306909504564,8404.766531091887
ITERATION 39,20.833306909504564,8404.766531091887
ITERATION 40,20.833306909504564,8404.766531091887
ITERATION 41,20.833306909504564,8404.766531091887
ITERATION 42,20.833306909504564,8404.766531091887
ITERATION 43,20.833306909504564,8404.766531091887
ITERATION 44,20.833337262455924,8404.7665310985
ITERATION 45,20.833337262455924,8404.7665310985
ITERATION 46,20.833337262455924,8404.7665310985
ITERATION 47,20.833337262455924,8404.7665310985
ITERATION 48,20.833337262455924,8404.7665310985
ITERATION 49,20.83333328409977,8404.766531098645
ITERATION 50,20.83333328409977,8404.766531098645
ITERATION 51,20.83333328409977,8404.766531098645
ITERATION 52,20.83333328409977,8404.766531098645
ITERATION 53,20.83333328409977,8404.766531098645
ITERATION 54,20.83333328409977,8404.766531098645
ITERATION 55,20.83333328409977,8404.766531098645
ITERATION 56,20.83333328409977,8404.766531098645
ITERATION 57,20.83333328409977,8404.766531098645
ITERATION 58,20.83333328409977,8404.766531098645
ITERATION 59,20.83333328409977,8404.766531098645
ITERATION 60,20.83333328409977,8404.766531098645
ITERATION 61,20.83333328409977,8404.766531098645
ITERATION 62,20.83333328409977,8404.766531098645
ITERATION 63,20.83333328409977,8404.766531098645
ITERATION 64,20.83333328409977,8404.766531098645
ITERATION 65,20.83333328409977,8404.766531098645
ITERATION 66,20.83333328409977,8404.766531098645
ITERATION 67,20.83333328409977,8404.766531098645
ITERATION 68,20.83333328409977,8404.766531098645
ITERATION 69,20.83333328409977,8404.766531098645
ITERATION 70,20.83333328409977,8404.766531098645
ITERATION 71,20.83333328409977,8404.766531098645
ITERATION 72,17.112536417431407,9529.085468993613
ITERATION 73,19.170653646070853,9840.115909868817
ITERATION 74,25.266213293476568,10187.594299181023
ITERATION 75,25.257716971960754,10187.595579995395
ITERATION 76,25.248019473931876,10187.595633081324
ITERATION 77,25.248019473931876,10187.595633081324
ITERATION 78,25.24860718277977,10187.59567263414
ITERATION 79,25.249893538580817,10187.595739943767
ITERATION 80,25.253525127968597,10187.595787285398
ITERATION 81,25.253525127968597,10187.595787285398
ITERATION 82,25.253525127968597,10187.595787285398
ITERATION 83,25.253525127968597,10187.595787285398
ITERATION 84,25.253525127968597,10187.595787285398
