ITERATION,Global Best Position,Global Best Fitness
ITERATION 0,41.16639035540775,1259.3696339789383
ITERATION 1,41.16639035540775,1259.3696339789383
ITERATION 2,37.178091211274634,1999.1195683626665
ITERATION 3,14.749941992024219,4970.341309478369
ITERATION 4,11.879334850769247,5036.433820473722
ITERATION 5,11.9375243150002,5037.598691679433
ITERATION 6,11.9375243150002,5037.598691679433
ITERATION 7,12.24706524852569,5041.813495382351
ITERATION 8,12.675671426469945,5042.366560226703
ITERATION 9,12.675671426469945,5042.366560226703
ITERATION 10,12.544396011516454,5042.828187449517
ITERATION 11,12.544396011516454,5042.828187449517
ITERATION 12,12.544396011516454,5042.828187449517
ITERATION 13,12.544396011516454,5042.828187449517
ITERATION 14,12.544396011516454,5042.828187449517
ITERATION 15,12.544396011516454,5042.828187449517
ITERATION 16,12.544396011516454,5042.828187449517
ITERATION 17,12.524816861731303,5042.8499933090825
ITERATION 18,12.524816861731303,5042.8499933090825
ITERATION 19,12.524816861731303,5042.8499933090825
ITERATION 20,12.479632115721966,5042.853216873728
ITERATION 21,12.479632115721966,5042.853216873728
ITERATION 22,12.514884873807551,5042.856346157479
ITERATION 23,12.51093278834242,5042.857990976516
ITERATION 24,12.510663041532107,5042.858084900805
ITERATION 25,12.498461533010643,5042.859880461341
ITERATION 26,12.498461533010643,5042.859880461341
ITERATION 27,12.498461533010643,5042.859880461341
ITERATION 28,12.498461533010643,5042.859880461341
ITERATION 29,12.498461533010643,5042.859880461341
ITERATION 30,12.498461533010643,5042.859880461341
ITERATION 31,12.498461533010643,5042.859880461341
ITERATION 32,12.498461533010643,5042.859880461341
ITERATION 33,12.498461533010643,5042.859880461341
ITERATION 34,12.498461533010643,5042.859880461341
ITERATION 35,12.498461533010643,5042.859880461341
ITERATION 36,12.498461533010643,5042.859880461341
ITERATION 37,12.498461533010643,5042.859880461341
ITERATION 38,12.498461533010643,5042.859880461341
ITERATION 39,12.498461533010643,5042.859880461341
ITERATION 40,12.498461533010643,5042.859880461341
ITERATION 41,12.498461533010643,5042.859880461341
ITERATION 42,12.498461533010643,5042.859880461341
ITERATION 43,12.498461533010643,5042.859880461341
ITERATION 44,12.498537097036392,5042.859884121617
ITERATION 45,12.498537097036392,5042.859884121617
ITERATION 46,12.499963397182858,5042.859918637568
ITERATION 47,12.499963397182858,5042.859918637568
ITERATION 48,12.499963397182858,5042.859918637568
ITERATION 49,12.499963397182858,5042.859918637568
ITERATION 50,12.499963397182858,5042.859918637568
ITERATION 51,12.499963397182858,5042.859918637568
ITERATION 52,12.499963397182858,5042.859918637568
ITERATION 53,12.499963397182858,5042.859918637568
ITERATION 54,12.499963397182858,5042.859918637568
ITERATION 55,12.499963397182858,5042.859918637568
ITERATION 56,12.499963397182858,5042.859918637568
ITERATION 57,12.499963397182858,5042.859918637568
ITERATION 58,12.499963397182858,5042.859918637568
ITERATION 59,12.499963397182858,5042.859918637568
ITERATION 60,12.499995072848394,5042.859918658797
ITERATION 61,12.499995072848394,5042.859918658797
ITERATION 62,12.499995072848394,5042.859918658797
ITERATION 63,12.499995072848394,5042.859918658797
ITERATION 64,12.499995072848394,5042.859918658797
ITERATION 65,12.499995072848394,5042.859918658797
ITERATION 66,12.499995072848394,5042.859918658797
ITERATION 67,12.499995072848394,5042.859918658797
ITERATION 68,12.499995072848394,5042.859918658797
ITERATION 69,12.499995072848394,5042.859918658797
ITERATION 70,12.499995072848394,5042.859918658797
ITERATION 71,12.499995072848394,5042.859918658797
ITERATION 72,12.499995072848394,5042.859918658797
ITERATION 73,12.499995072848394,5042.859918658797
ITERATION 74,12.499995072848394,5042.859918658797
ITERATION 75,12.499995072848394,5042.859918658797
ITERATION 76,12.499995072848394,5042.859918658797
ITERATION 77,12.499995869417113,5042.859918658912
ITERATION 78,12.499995869417113,5042.859918658912
ITERATION 79,12.499995885781262,5042.859918658916
ITERATION 80,12.500000478479693,5042.859918659181
ITERATION 81,12.500000478479693,5042.859918659181
ITERATION 82,12.500000478479693,5042.859918659181
ITERATION 83,12.500000478479693,5042.859918659181
ITERATION 84,12.500000478479693,5042.859918659181
ITERATION 85,12.500000478479693,5042.859918659181
ITERATION 86,12.500000478479693,5042.859918659181
ITERATION 87,12.500000478479693,5042.859918659181
ITERATION 88,12.500000369335801,5042.859918659183
ITERATION 89,12.500000369335801,5042.859918659183
ITERATION 90,12.500000369335801,5042.859918659183
ITERATION 91,12.500000369335801,5042.859918659183
ITERATION 92,12.500000369335801,5042.859918659183
ITERATION 93,12.500000369335801,5042.859918659183
ITERATION 94,12.500000369335801,5042.859918659183
ITERATION 95,12.50000016210284,5042.859918659186
ITERATION 96,12.50000016210284,5042.859918659186
ITERATION 97,12.499999904590545,5042.859918659189
ITERATION 98,12.499999904590545,5042.859918659189
ITERATION 99,12.499999904590545,5042.859918659189
